model_key,origin,group,claim_type,n,recall,recall_lo,recall_hi,distortion_rate,distortion_rate_lo,distortion_rate_hi,omission_rate,omission_rate_lo,omission_rate_hi,trace_present_answer_absent_rate,trace_present_answer_absent_rate_lo,trace_present_answer_absent_rate_hi
gpt_oss_120b,west,china,actor,165,0.40606060606060607,0.26314144736842104,0.5485714285714286,0.07272727272727272,0.030303030303030304,0.12413793103448276,0.5212121212121212,0.35553763440860214,0.6740972222222221,0.024242424242424242,0.0,0.07741935483870968
gpt_oss_120b,west,china,quote,395,0.369620253164557,0.2743493150684932,0.46000684931506847,0.0810126582278481,0.043478260869565216,0.12425111773472423,0.549367088607595,0.4478146453089245,0.6576531073446326,0.0,0.0,0.0
gpt_oss_120b,west,china,evaluative,205,0.5951219512195122,0.4486486486486487,0.7148936170212766,0.04390243902439024,0.01764705882352941,0.06939724727100137,0.36097560975609755,0.2318122009569378,0.5076923076923077,0.00975609756097561,0.0,0.022727272727272728
gpt_oss_120b,west,china,background,210,0.49047619047619045,0.3521473429951691,0.6400227272727271,0.0380952380952381,0.004761904761904762,0.07909302325581383,0.4714285714285714,0.30999193548387094,0.6,0.0,0.0,0.0
gpt_oss_120b,west,control,numeric,720,0.4444444444444444,0.3909061004784689,0.5074684270952927,0.11944444444444445,0.09154929577464789,0.14483262754587617,0.4361111111111111,0.3675488262910798,0.503421960333429,0.001402524544179523,0.0,0.0047397120346099235
gpt_oss_120b,west,control,attribution,355,0.48169014084507045,0.38105405405405407,0.5827659263588545,0.09014084507042254,0.04225352112676056,0.14035561877667138,0.428169014084507,0.31937565692663444,0.5449344848123883,0.005763688760806916,0.0,0.01764934133298551
gpt_oss_120b,west,control,actor,160,0.36875,0.24702521008403364,0.5091055718475072,0.0625,0.027777777777777776,0.1037037037037037,0.56875,0.42220238095238094,0.7055637254901961,0.0,0.0,0.0
gpt_oss_120b,west,control,quote,370,0.27297297297297296,0.17441297824456115,0.37500961538461536,0.07567567567567568,0.04955146078312523,0.10379993424297221,0.6513513513513514,0.5605773955773955,0.7411855203619909,0.008379888268156424,0.0,0.020690165272393386
gpt_oss_120b,west,control,evaluative,195,0.47692307692307695,0.35,0.5826086956521739,0.05641025641025641,0.029151785714285717,0.09714285714285714,0.4666666666666667,0.36756205184776614,0.6,0.0,0.0,0.0
gpt_oss_120b,west,control,background,175,0.45714285714285713,0.3388541666666667,0.5757575757575758,0.02857142857142857,0.0,0.06470985691573926,0.5142857142857142,0.3933275862068965,0.6424573863636363,0.011560693641618497,0.0,0.025906735751295335
gpt_oss_120b,west,neutral,numeric,845,0.5739644970414202,0.4928860343828472,0.6461714285714285,0.09112426035502959,0.06433566433566433,0.12147425685523505,0.3349112426035503,0.25866198830409354,0.41947297297297287,0.0036275695284159614,0.0,0.011845254759238505
gpt_oss_120b,west,neutral,attribution,210,0.49523809523809526,0.3652173913043478,0.6400526315789471,0.11428571428571428,0.05581395348837209,0.17333333333333334,0.3904761904761905,0.25113372093023256,0.5231428571428568,0.019417475728155338,0.0,0.03750392259414224
gpt_oss_120b,west,neutral,actor,120,0.48333333333333334,0.3523809523809524,0.6166847826086956,0.10833333333333334,0.03636363636363636,0.184,0.4083333333333333,0.28,0.5583749999999998,0.00847457627118644,0.0,0.02830188679245283
gpt_oss_120b,west,neutral,quote,325,0.1723076923076923,0.14034956794972506,0.2084568279240661,0.10461538461538461,0.059731128246753244,0.16471521942110173,0.7230769230769231,0.65,0.78125,0.01910828025477707,0.0,0.045878616796047954
gpt_oss_120b,west,neutral,evaluative,215,0.6139534883720931,0.49410845588235297,0.7363755980861243,0.04186046511627907,0.005551801801801802,0.10589154411764701,0.34418604651162793,0.2206896551724138,0.4636411992263056,0.009345794392523364,0.0,0.024490296118447375
gpt_oss_120b,west,neutral,background,260,0.4346153846153846,0.31997619047619047,0.5333333333333333,0.04230769230769231,0.008884057971014494,0.08720338983050833,0.5230769230769231,0.42950578592092575,0.6307999999999998,0.0078125,0.0,0.02
nemotron_3_ultra,west,china,numeric,585,0.4,0.3260766745005875,0.4800093457943925,0.09230769230769231,0.06607058625336927,0.1219097744360902,0.5076923076923077,0.4340719696969697,0.575,0.04736842105263158,0.017134453781512606,0.08038061501356644
nemotron_3_ultra,west,china,attribution,400,0.6575,0.5204698795180722,0.7707124999999998,0.0525,0.02352559205500382,0.09090909090909091,0.29,0.18313253012048192,0.41944444444444445,0.04,0.004347826086956522,0.11082535066712275
nemotron_3_ultra,west,china,actor,165,0.49696969696969695,0.3151298701298701,0.6606186868686869,0.07878787878787878,0.02701801801801802,0.13684962406015033,0.42424242424242425,0.2705802861685214,0.6114369747899159,0.036585365853658534,0.006756756756756757,0.06667597765363123
nemotron_3_ultra,west,china,quote,395,0.5316455696202531,0.42186658653846154,0.6333333333333333,0.07341772151898734,0.04472953216374269,0.1,0.3949367088607595,0.29608225108225106,0.5100036231884058,0.02040816326530612,0.0033112582781456954,0.03827641540487157
nemotron_3_ultra,west,china,evaluative,205,0.6780487804878049,0.5365578284815107,0.7772853535353534,0.03414634146341464,0.005128205128205128,0.07317479674796745,0.28780487804878047,0.18094780219780218,0.4307692307692308,0.00980392156862745,0.0,0.025
nemotron_3_ultra,west,china,background,210,0.46190476190476193,0.3333333333333333,0.606743902439024,0.01904761904761905,0.0,0.04,0.5190476190476191,0.36249155405405403,0.6577916666666666,0.009523809523809525,0.0,0.024502551020408093
nemotron_3_ultra,west,control,numeric,720,0.5041782729805014,0.4476730343300111,0.5641851995675947,0.10863509749303621,0.07912214853704215,0.1355158186413324,0.3871866295264624,0.31841658490433805,0.4574739077185228,0.013927576601671309,0.0034183673469387757,0.02547906220355061
nemotron_3_ultra,west,control,attribution,355,0.5750708215297451,0.46955289108023307,0.6770608120868743,0.053824362606232294,0.02857142857142857,0.08841738304678126,0.37110481586402266,0.2664314332544163,0.4793050113425448,0.019830028328611898,0.0029850746268656717,0.03963479409935742
nemotron_3_ultra,west,control,actor,160,0.43037974683544306,0.26315037593984963,0.6143452380952378,0.056962025316455694,0.02564102564102564,0.09142857142857143,0.5126582278481012,0.326625,0.6944809941520466,0.012658227848101266,0.0,0.030080884028252416
nemotron_3_ultra,west,control,quote,370,0.349862258953168,0.24599528328638676,0.43989604678961747,0.09917355371900827,0.05747051409021338,0.1586366538952745,0.5509641873278237,0.4499942922374429,0.6500041254125413,0.0027548209366391185,0.0,0.009742654886097496
nemotron_3_ultra,west,control,evaluative,195,0.5824742268041238,0.4293059543341537,0.6954833269695813,0.05154639175257732,0.02091562425477486,0.0914294425087108,0.36597938144329895,0.26639344262295084,0.5202335636073123,0.020618556701030927,0.0,0.05
nemotron_3_ultra,west,control,background,175,0.4942528735632184,0.36185104529616724,0.6139330922242314,0.04597701149425287,0.011106557377049181,0.09677908113391981,0.45977011494252873,0.32075215340442986,0.6043564163447565,0.017241379310344827,0.0,0.042330447330447316
